form	lemma	POS	morph
བདེ་མཆོག་	བདེ་མཆོག་	PROPN
ཟེ་	ཟེ་	VERB
།		PUNCT
བཀླགས་པ་	བཀླགས་པ་	VERB
ས་	གིས་	PART
མ་	མ་	PART
ཤེ་	ཤེ་	VERB
ཏེ་	སྟེ་	PART
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཕམ་	ཕམ་	NO_POS
མོ་	མོ་	PRON
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
ཤར་ཕྱོགས་	ཤར་ཕྱོགས་	NOUN
བྷཾ་		NON_WORD
ག་ལ་	ག་ལ་	NO_POS
ར་	ལ་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཤི་	ཤི་	VERB
རི་	རི་	NOUN
སུ་	སུ་	ADP
ཙནྡྲ་		NON_WORD
དང་	དང་	NO_POS
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
ཀུ་ཤ་	ཀུ་ཤ་	NOUN
ལ་	ལ་	ADP
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
འི་	གི་	PART
གྲོང་	གྲོང་	NOUN
དང་	དང་	NO_POS
ཉེ་བ་		
བྱོན་པ་	བྱོན་པ་	VERB
ན་	ན་	ADP
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
མུ་སྟེགས་པ་	མུ་སྟེགས་པ་	NOUN
ཡིན་	ཡིན་	NO_POS
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
སངས་རྒྱས་པ་	སངས་རྒྱས་པ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
ས་	གིས་	PART
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཀརྞ་པ་	ཀརྞ་པ་	NON_WORD
གྲོང་	གྲོང་	NOUN
དུ་	ལ་	PART
བྱོན་པ་	བྱོན་པ་	VERB
ཐོ་	ཐོ་	VERB
ན་	ནས་	PART
།		PUNCT
བསུ་	བསུ་	NO_POS
རུ་	ལ་	PART
ཕྱིན་པ་	ཕྱིན་པ་	VERB
ས་	གིས་	PART
།		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ན་རེ་	ན་རེ་	ADP
ཁྱོད་	ཁྱོད་	PRON
ང་	ང་	PRON
ལ་	ལ་	ADP
བསུ་བ་	བསུ་བ་	VERB
དང་	དང་	NO_POS
བསྙེན་བཀུར་	བསྙེན་བཀུར་	NOUN
བྱེད་པ་	བྱེད་པ་	VERB
འདི་	འདི་	DET
ཅི་	ཅི་	NO_POS
དོན་	དོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
བྱས་པ་	བྱས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
གཞན་	གཞན་	DET
ཅི་ཡང་	ཅི་ཡང་	OTHER
དོན་	དོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
རྒྱུ་	རྒྱུ་	NOUN
མེད་	མེད་	VERB
ལྷ་ཁང་	ལྷ་ཁང་	NOUN
ཞིག་	ཅིག་	PART
ན་	ན་	ADP
ལོ་	ལོ་	NOUN
ཀི་	ཀི་	ADP
ཤྭ་	ཤྭ་	NO_POS
རི་	རི་	NOUN
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
ཞིག་	ཅིག་	PART
ཏིར་		NON_WORD
ཏི་ཀ་	ཏི་ཀ་	NO_POS
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
དེ་	དེ་	DET
ལ་	ལ་	ADP
རབ་གནས་	རབ་གནས་	NOUN
ཞིག་	ཅིག་	PART
ཞུ་	ཞུ་	VERB
འོ་	གོ་	PART
ཟེ་	ཟེ་	VERB
།		PUNCT
བྱ་	བྱ་	VERB
གསུང་	གསུང་	VERB
ན་	ན་	ADP
འང་	ཀྱང་	PART
ཡུན་རིང་པོ་	ཡུན་རིང་པོ་	NOUN
བྱེད་	བྱེད་	VERB
དུ་མ་	དུ་མ་	ADJ
འདོད་	འདོད་	VERB
།		PUNCT
ལན་ཅིག་	ལན་ཅིག་	NO_POS
གི་	གི་	PART
ཚེ་	ཚེ་	NOUN
དེ་རིང་	དེ་རིང་	ADV
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
གསུང་	གསུང་	VERB
།		PUNCT
འོ་ན་	འོ་ན་	NO_POS
རབ་གནས་	རབ་གནས་	NOUN
ལ་	ལ་	ADP
འཚོག་	འཚོག་	NO_POS
ཆོ་	ཆོ་	NOUN
བསྒྲུབ་བོ་	བསྒྲུབ་བོ་	VERB
ཞུས་པ་	ཞུས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ཅི་ཡང་	ཅི་ཡང་	OTHER
མི་	མི་	PART
དགོས་	དགོས་	VERB
གསུངས་	གསུངས་	VERB
ན་	ནས་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
ཞིག་	ཅིག་	PART
སྐུ་	སྐུ་	NOUN
འི་	གི་	PART
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ར་	ལ་	PART
བཞག་	བཞག་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
སུ་	སུ་	ADP
པྲ་	པྲ་	NOUN
ཏིཥྛ་		NON_WORD
བཛྲ་	བཛྲ་	NO_POS
ཧོཿ་		NON_WORD
པྲ་	པྲ་	NOUN
ཏི་	ཏི་	NO_POS
ཞེ་	ཅེས་	PART
གསུངས་	གསུངས་	VERB
ན་	ནས་	PART
རབ་གནས་	རབ་གནས་	NOUN
ཟིན་	ཟིན་	VERB
ནོ་	གོ་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
ཡིད་	ཡིད་	NOUN
མ་	མ་	PART
ཆེ་	ཆེ་	VERB
སོ་	སོ་	PART
།།		PUNCT
དེ་	དེ་	DET
ར་	ལ་	PART
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
སྐུ་	སྐུ་	NOUN
འི་	གི་	PART
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
འི་	གི་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
བསྡུ་	བསྡུ་	VERB
ན་	ནས་	PART
།		PUNCT
སྐུ་	སྐུ་	NOUN
དེ་	དེ་	DET
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གང་	གང་	NO_POS
འགྲོ་བ་	འགྲོ་བ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	NOUN
ལ་	ལ་	ADP
ཁྲིད་པ་	ཁྲིད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ད་གཟོད་	ད་གཟོད་	NO_POS
བློན་པོ་	བློན་པོ་	NOUN
ཡིད་ཆེས་	ཡིད་ཆེས་	NOUN
ན་	ནས་	PART
།		PUNCT
ད་	ད་	ADV
བདག་	བདག་	PRON
ཡིད་ཆེས་པ་	ཡིད་ཆེས་པ་	NOUN
ས་	གིས་	PART
བཞག་པ་	བཞག་པ་	VERB
ར་	ལ་	PART
ཞུ་	ཞུ་	VERB
ཞེ་	ཅེས་	PART
ཞུ་	ཞུ་	VERB
ཕུལ་བ་	ཕུལ་བ་	VERB
ས་	གིས་	PART
།		PUNCT
ཡང་	ཀྱང་	PART
མེ་ཏོག་	མེ་ཏོག་	NOUN
སྐུ་	སྐུ་	NOUN
འི་	གི་	PART
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ར་	ལ་	PART
བཞག་	བཞག་	VERB
ན་	ནས་	PART
།		PUNCT
སུ་	སུ་	ADP
པྲ་	པྲ་	NOUN
ཏིཥྛ་		NON_WORD
བཛྲ་	བཛྲ་	NO_POS
ཞེ་	ཅེས་	PART
གསུངས་པ་	གསུངས་པ་	VERB
ས་	གིས་	PART
དེ་	དེ་	DET
རང་	རང་	PRON
དུ་	ལ་	PART
བཞུགས་	བཞུགས་	VERB
ཏེ་	སྟེ་	PART
མི་	མི་	PART
མང་པོ་	མང་པོ་	ADJ
ས་	གིས་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
གདན་	གདན་	NOUN
དྲངས་	དྲངས་	NO_POS
ཀྱང་	ཀྱང་	PART
མ་	མ་	PART
འདྲོངས་པ་	འདྲོངས་པ་	VERB
ར་	ལ་	PART
།		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
དུ་	ལ་	PART
ལྷ་ཁང་	ལྷ་ཁང་	NOUN
ཞིག་	ཅིག་	PART
བརྩིགས་	བརྩིགས་	NO_POS
སོ་	སོ་	PART
། །		PUNCT
སྔ་	སྔ་	NOUN
གྱི་	གི་	PART
ལྷ་ཁང་	ལྷ་ཁང་	NOUN
གི་	གི་	PART
སྐུ་	སྐུ་	NOUN
འི་	གི་	PART
ཤུལ་	ཤུལ་	NOUN
དུ་	ལ་	PART
མཆོད་རྟེན་	མཆོད་རྟེན་	NOUN
ཞིག་	ཅིག་	PART
བཞེངས་	བཞེངས་	NO_POS
སོ་	སོ་	PART
"།

།"		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ལ་	ལ་	ADP
ནང་པ་	ནང་པ་	NOUN
འི་	གི་	PART
རས་བྲིས་	རས་བྲིས་	NO_POS
ཤིག་	ཅིག་	PART
མཛད་པ་	མཛད་པ་	VERB
ར་	ལ་	PART
ཞུས་པ་	ཞུས་པ་	VERB
ས་	གིས་	PART
གནང་	གནང་	NO_POS
ན་	ནས་	PART
།		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
།		PUNCT
འབྲི་མཁན་	འབྲི་མཁན་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
གསང་	གསང་	VERB
སྟེ་	སྟེ་	PART
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
འཇིགས་བྱེད་	འཇིགས་བྱེད་	OTHER
དང་	དང་	NO_POS
།		PUNCT
དུས་	དུས་	NOUN
མཚན་	མཚན་	NOUN
གདན་	གདན་	NOUN
དུ་	ལ་	PART
བཏིང་བ་	བཏིང་བ་	VERB
ཞིག་	ཅིག་	PART
བྲིས་པ་	བྲིས་པ་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
།		PUNCT
གཅིག་	གཅིག་	NUM
ན་	ནས་	PART
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
གཏམ་	གཏམ་	NOUN
འཛགས་		NON_WORD
ཏེ་	སྟེ་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
བློན་པོ་	བློན་པོ་	NOUN
གཞན་	གཞན་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
ཐོས་པ་	ཐོས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
འདི་	འདི་	DET
ང་	ང་	PRON
འི་	གི་	PART
སྙིང་	སྙིང་	NOUN
དང་	དང་	NO_POS
འདྲ་བ་	འདྲ་བ་	VERB
ས་	གིས་	PART
འདི་	འདི་	DET
མི་	མི་	PART
བདེན་	བདེན་	VERB
མི་	མི་	PART
སྲིད་	སྲིད་	NOUN
ཟེ་	ཟེ་	VERB
རོ་	རོ་	NOUN
།།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཟེ་	ཟེ་	VERB
ཀྱང་	ཀྱང་	PART
ཡང་ཡང་	ཡང་ཡང་	NO_POS
གྲགས་པ་	གྲགས་པ་	VERB
ས་	གིས་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འང་	ཀྱང་	PART
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
འདུག་པ་	འདུག་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
གྲོག་	གྲོག་	NOUN
ཤིག་	ཅིག་	PART
གིས་	གིས་	PART
ཐང་སྐུ་	ཐང་སྐུ་	NO_POS
འདི་	འདི་	DET
སྤོངས་	སྤོངས་	VERB
ཁྱོད་	ཁྱོད་	PRON
རང་འཁོར་	རང་འཁོར་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ལ་	ལ་	ADP
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ས་	གིས་	PART
ཆད་པ་	ཆད་པ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
གཅོད་པ་	གཅོད་པ་	VERB
ར་	ལ་	PART
འདུག་	འདུག་	VERB
གོ་	གོ་	VERB
ཟེ་	ཟེ་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
ཟེ་	ཟེ་	VERB
ཏེ་	སྟེ་	PART
ར་	ར་	NOUN
མང་པོ་	མང་པོ་	ADJ
ས་	གིས་	PART
གྲིལ་	གྲིལ་	NO_POS
རྒྱ་	རྒྱ་	VERB
བཏབ་	བཏབ་	VERB
ན་	ནས་	PART
ལྷོ་ཕྱོགས་	ལྷོ་ཕྱོགས་	NOUN
ན་	ན་	ADP
ཕ་		
བསྐུར་	བསྐུར་	NO_POS
བཏང་བ་	བཏང་བ་	VERB
ས་	གིས་	PART
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཁབ་	ཁབ་	NOUN
ཀྱི་	གི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
བཞི་	བཞི་	NUM
ན་	ན་	ADP
སྒོ་བ་	སྒོ་བ་	NOUN
བཞི་	བཞི་	NUM
ཡོད་པ་	ཡོད་པ་	VERB
འི་	གི་	PART
སྒོ་བ་	སྒོ་བ་	NOUN
ཀུན་	ཀུན་	DET
ན་རེ་	ན་རེ་	ADP
འདི་ཙམ་	འདི་ཙམ་	NO_POS
དུ་	ལ་	PART
ངོ་མཚར་བ་	ངོ་མཚར་བ་	ADJ
འི་	གི་	PART
རྒྱ་	རྒྱ་	VERB
འདེབས་པ་	འདེབས་པ་	VERB
ཅི་	ཅི་	NO_POS
ཡོད་	ཡོད་	VERB
ཟེ་	ཟེ་	VERB
ན་	ནས་	PART
གཡེངས་པ་	གཡེངས་པ་	VERB
ས་	གིས་	PART
བྲིས་སྐུ་	བྲིས་སྐུ་	NOUN
དེ་	དེ་	DET
འབྱུང་བ་	འབྱུང་བ་	VERB
རྒྱལ་མཚན་	རྒྱལ་མཚན་	NOUN
གྱི་	གི་	PART
རྩེ་མོ་	རྩེ་མོ་	NOUN
ལ་བཏགས་	ལ་བཏགས་	OTHER
ཏེ་	སྟེ་	PART
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
ཕོ་བྲང་	ཕོ་བྲང་	NOUN
དུ་	ལ་	PART
ཁྱེར་བ་	ཁྱེར་བ་	VERB
ས་	གིས་	PART
།		PUNCT
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
འི་	གི་	PART
འཁོར་	འཁོར་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ན་རེ་	ན་རེ་	ADP
འདི་	འདི་	DET
སྲོག་	སྲོག་	NOUN
དང་	དང་	NO_POS
ཕྲལ་	ཕྲལ་	NO_POS
ལ་	ལ་	ADP
ནོར་	ནོར་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
བླང་	བླང་	NO_POS
ངོ་	ངོ་	PART
ཞེ་	ཅེས་	PART
ཟེར་བ་	ཟེར་བ་	VERB
ལ་	ལ་	ADP
།		PUNCT
བྱ་བ་	བྱ་བ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
བརྟགས་	བརྟགས་	VERB
ན་	ནས་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ས་	གིས་	PART
།		PUNCT
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
ཆད་པ་	ཆད་པ་	VERB
ས་	གིས་	PART
མི་	མི་	PART
གཅོད་	གཅོད་	NO_POS
ཀྱིས་	གིས་	PART
འུ་རང་	འུ་རང་	NO_POS
ཡང་	ཀྱང་	PART
བདེ་མཆོག་	བདེ་མཆོག་	PROPN
གདན་	གདན་	NOUN
དུ་	ལ་	PART
བཏིང་བ་	བཏིང་བ་	VERB
འི་	གི་	PART
འཇིགས་བྱེད་	འཇིགས་བྱེད་	OTHER
དང་	དང་	NO_POS
དུས་	དུས་	NOUN
མཚན་མ་	མཚན་མ་	NOUN
བྲིས་	བྲིས་	VERB
ལ་	ལ་	ADP
།		PUNCT
བདེན་པ་	བདེན་པ་	VERB
འི་	གི་	PART
བྱིན་རླབས་	བྱིན་རླབས་	NOUN
འགྲན་	འགྲན་	NO_POS
ནོ་	གོ་	PART
ཟེ་	ཟེ་	VERB
ན་	ནས་	PART
།		PUNCT
མུ་སྟེགས་	མུ་སྟེགས་	NOUN
ཀྱི་	གི་	PART
རྡེའུ་	རྡེའུ་	NOUN
ལ་	ལ་	ADP
འི་	གི་	PART
ནང་	ནང་	NOUN
དུ་	ལ་	PART
བཅུག་	བཅུག་	VERB
ན་	ནས་	PART
ཁྱེད་	ཁྱེད་	PRON
རང་	རང་	PRON
གི་	གི་	PART
ལྷ་	ལྷ་	NOUN
ཡང་	ཀྱང་	PART
མཆོད་	མཆོད་	VERB
ཅིག་	ཅིག་	PART
ངེད་	ངེད་	PRON
ཀྱི་	གི་	PART
ལྷ་	ལྷ་	NOUN
ཡང་	ཀྱང་	PART
འཆད་	འཆད་	VERB
དོ་	གོ་	PART
ཟེ་	ཟེ་	VERB
ན་	ནས་	PART
ཞག་	ཞག་	NOUN
བདུན་	བདུན་	NUM
ན་	ན་	ADP
ཆོ་	ཆོ་	OTHER
འབྱེད་པ་	འབྱེད་པ་	VERB
ལ་	ལ་	ADP
།		PUNCT
བློན་པོ་	བློན་པོ་	NOUN
ཀུ་ཤ་	ཀུ་ཤ་	NOUN
ལ་	ལ་	ADP
ནཱ་	ནཱ་	NO_POS
ཐ་	ཐ་	NOUN
ས་	གིས་	PART
།		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ལ་ད་	ལ་ད་	PROPN
ནི་	ནི་	NO_POS
ཞག་	ཞག་	NOUN
བདུན་	བདུན་	NUM
ན་	ན་	ADP
ཆོ་	ཆོ་	OTHER
འབྱེད་པ་	འབྱེད་པ་	VERB
ས་	གིས་	PART
ནུས་པ་	ནུས་པ་	VERB
བསྟན་	བསྟན་	VERB
འཚལ་	འཚལ་	VERB
ལོ་	ལོ་	NOUN
བྱས་པ་	བྱས་པ་	VERB
ས་	གིས་	PART
།		PUNCT
ནུས་པ་	ནུས་པ་	VERB
བསྟན་	བསྟན་	VERB
ནོ་	གོ་	PART
གསུང་	གསུང་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
ནམ་ཕྱེད་	ནམ་ཕྱེད་	NOUN
ན་	ན་	ADP
ཏིར་		NON_WORD
ཏི་ཀ་	ཏི་ཀ་	NO_POS
འི་	གི་	PART
མཚན་མ་	མཚན་མ་	NOUN
འཛིན་པ་	འཛིན་པ་	VERB
འི་	གི་	PART
མི་	མི་	PART
